emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,risk_category
director of female reproductive services,6.0,TX,MORTGAGE,112000.0,Not Verified,15.27,,,,0.0,79.0,2003.0,1.0,10.0,5.0,43808.0,18698.0,0.0,0.0,79.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,17500.0,5.0,4.0,2.0,0.0,90.0,0.0,0.0,credit_card,individual,15000.0,36.0,9.44,480.08,B,B1,Jan-2018,Current,fractional,Cash,13534.5,1912.45,1465.5,446.95,0.0,Low
business officer,10.0,DC,RENT,98000.0,Not Verified,1.95,,,,0.0,75.0,1988.0,3.0,20.0,6.0,7000.0,3272.0,0.0,0.0,75.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,4.0,5200.0,20.0,6.0,6.0,0.0,90.0,0.0,0.0,debt_consolidation,individual,18000.0,36.0,14.07,615.81,C,C3,Mar-2018,Current,whole,Cash,16771.43,1833.36,1228.57,604.79,0.0,Low
member services senior associate ,7.0,MD,RENT,62000.0,Not Verified,13.84,,,,0.0,,2005.0,0.0,4.0,4.0,37549.0,23803.0,0.0,0.0,,0.0,0.0,2.0,1.0,,4.0,0.0,0.0,2.0,2100.0,2.0,2.0,2.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,1500.0,36.0,18.45,54.57,D,D2,Mar-2018,Current,fractional,Cash,1404.02,162.17,95.98,66.19,0.0,Low
senior bio med/ account manager,10.0,AR,RENT,85000.0,Source Verified,12.74,,,,0.0,,2007.0,1.0,21.0,9.0,50586.0,28958.0,0.0,1.0,,0.0,242.0,3.0,9.0,11.0,9.0,0.0,0.0,2.0,20800.0,6.0,5.0,2.0,0.0,100.0,1.0,0.0,debt_consolidation,individual,10000.0,36.0,9.93,322.35,B,B2,Feb-2018,Current,fractional,Cash,9029.64,1278.37,970.36,308.01,0.0,Low
corrections officer,3.0,MI,MORTGAGE,49000.0,Verified,23.04,,,,0.0,,2012.0,2.0,16.0,14.0,193054.0,48846.0,0.0,0.0,,0.0,0.0,8.0,5.0,9.0,14.0,0.0,0.0,3.0,18600.0,6.0,5.0,4.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,60.0,17.09,249.01,D,D1,Jan-2018,Current,whole,Cash,9451.63,1264.04,548.37,715.67,0.0,Low
chemical process operator,10.0,VA,MORTGAGE,130000.0,Not Verified,20.13,,,,0.0,30.0,2002.0,3.0,39.0,24.0,125334.0,72762.0,0.0,0.0,51.0,0.0,0.0,4.0,11.0,7.0,24.0,0.0,0.0,9.0,50300.0,32.0,20.0,13.0,1.0,97.4,0.0,0.0,credit_card,individual,8000.0,36.0,11.98,265.64,B,B5,Mar-2018,Current,whole,Cash,7626.6,520.63,373.4,147.23,0.0,Low
post doctoral associate,0.0,MA,RENT,48000.0,Source Verified,5.14,,,,0.0,,2014.0,0.0,12.0,11.0,54800.0,6992.0,0.0,0.0,,0.0,0.0,0.0,6.0,20.0,10.0,0.0,0.0,6.0,50300.0,12.0,11.0,8.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,30000.0,36.0,7.97,939.68,A,A5,Feb-2018,Current,whole,Cash,27008.64,3745.44,2991.36,754.08,0.0,Low
sales consultant,5.0,CO,MORTGAGE,100000.0,Verified,18.76,,,,0.0,,2005.0,1.0,21.0,14.0,468661.0,84835.0,0.0,0.0,,0.0,1058.0,7.0,5.0,8.0,14.0,0.0,0.0,4.0,34800.0,9.0,6.0,4.0,1.0,90.0,0.0,0.0,debt_consolidation,individual,30000.0,60.0,10.9,650.78,B,B4,Mar-2018,Fully Paid,whole,Cash,0.0,30065.8508333332,30000.0,65.85,0.0,Unknown
,,NV,RENT,21500.0,Source Verified,17.12,,,,0.0,,2010.0,9.0,29.0,22.0,52875.0,8197.0,0.0,1.0,,0.0,0.0,1.0,14.0,1.0,22.0,0.0,0.0,3.0,24500.0,27.0,21.0,3.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,12000.0,36.0,16.01,421.95,C,C5,Feb-2018,Current,whole,Cash,11203.92,1292.54,796.08,496.46,0.0,Low
account manager,4.0,OH,MORTGAGE,220000.0,Verified,19.1,,,,2.0,16.0,1998.0,10.0,25.0,14.0,237727.0,102305.0,0.0,0.0,,0.0,0.0,4.0,4.0,5.0,14.0,0.0,0.0,3.0,7400.0,13.0,9.0,7.0,1.0,88.0,0.0,0.0,debt_consolidation,individual,35000.0,36.0,15.04,1213.98,C,C4,Mar-2018,Current,whole,Cash,32644.79,3612.7,2355.21,1257.49,0.0,Low
pharmacist ,0.0,NV,RENT,126000.0,Source Verified,17.63,,,,0.0,,2012.0,2.0,12.0,12.0,244082.0,256297.0,0.0,0.0,,0.0,56.0,7.0,3.0,0.0,12.0,0.0,0.0,3.0,10500.0,5.0,5.0,5.0,0.0,100.0,0.0,0.0,major_purchase,individual,30000.0,60.0,20.0,794.82,D,D4,Jan-2018,Current,whole,Cash,28475.94,3940.77,1524.06,2416.71,0.0,Low
english teacher,10.0,CA,RENT,91000.0,Source Verified,30.37,,,,0.0,,2004.0,0.0,24.0,19.0,118003.0,134829.0,0.0,0.0,,0.0,0.0,2.0,1.0,,19.0,0.0,0.0,6.0,15400.0,18.0,16.0,15.0,0.0,100.0,0.0,0.0,medical,individual,5000.0,36.0,14.07,171.06,C,C3,Mar-2018,Current,fractional,Cash,4773.81,338.21,226.19,112.02,0.0,Low
dental assistent ,3.0,WA,OWN,15000.0,Not Verified,17.6,,,,0.0,,2009.0,0.0,4.0,4.0,12944.0,7297.0,0.0,0.0,,0.0,0.0,1.0,0.0,,4.0,0.0,0.0,1.0,2000.0,3.0,3.0,3.0,0.0,100.0,0.0,0.0,major_purchase,individual,1700.0,36.0,10.91,55.59,B,B4,Feb-2018,Current,fractional,Cash,1537.26,220.3,162.74,57.56,0.0,Low
neighborhood development manager,7.0,TX,MORTGAGE,76000.0,Not Verified,19.36,,,,0.0,,1994.0,0.0,35.0,10.0,233313.0,31678.0,0.0,0.0,,0.0,0.0,3.0,3.0,21.0,10.0,0.0,0.0,2.0,24000.0,15.0,6.0,3.0,2.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,36.0,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9280.21,962.26,719.79,242.47,0.0,Low
vice president default services,2.0,TX,MORTGAGE,140000.0,Source Verified,32.06,,,,0.0,,1999.0,0.0,40.0,22.0,650240.0,150484.0,0.0,0.0,,0.0,0.0,4.0,5.0,23.0,22.0,0.0,0.0,6.0,203800.0,27.0,17.0,6.0,4.0,100.0,0.0,0.0,debt_consolidation,individual,35000.0,60.0,10.9,759.25,B,B4,Mar-2018,Current,whole,Cash,33663.94,2235.36,1336.06,899.3,0.0,Low
program director,3.0,CA,RENT,59000.0,Source Verified,0.66,,,,0.0,41.0,1996.0,0.0,53.0,18.0,182827.0,125380.0,0.0,0.0,54.0,0.0,0.0,8.0,12.0,,18.0,0.0,0.0,3.0,59400.0,20.0,9.0,3.0,0.0,92.3,0.0,0.0,other,individual,12000.0,36.0,6.71,368.94,A,A3,Feb-2018,Current,whole,Cash,11089.41,1102.35,910.59,191.76,0.0,Low
instructor,3.0,CA,RENT,29000.0,Source Verified,46.77,101000.0,Not Verified,16.79,0.0,75.0,2005.0,5.0,12.0,6.0,46190.0,16502.0,0.0,0.0,,0.0,0.0,3.0,3.0,1.0,6.0,0.0,0.0,1.0,2200.0,5.0,3.0,2.0,0.0,83.3,0.0,0.0,other,joint,15600.0,36.0,11.99,518.07,B,B5,Jan-2018,Current,fractional,Cash,13752.44,2621.53,1847.56,773.97,0.0,Low
ssgt,10.0,AR,RENT,50000.0,Not Verified,29.62,,,,0.0,,2007.0,0.0,32.0,6.0,67576.0,42441.0,0.0,0.0,,0.0,0.0,2.0,0.0,,6.0,0.0,0.0,1.0,12000.0,14.0,4.0,1.0,0.0,100.0,0.0,0.0,credit_card,individual,23075.0,60.0,16.01,561.27,C,C5,Feb-2018,Current,whole,Cash,22304.57,1735.13,770.43,964.7,0.0,Low
conductor,9.0,LA,MORTGAGE,90000.0,Not Verified,14.21,130000.0,Not Verified,17.71,0.0,,2007.0,2.0,17.0,10.0,248862.0,38685.0,0.0,0.0,,0.0,0.0,2.0,4.0,0.0,10.0,0.0,0.0,2.0,19800.0,10.0,7.0,5.0,2.0,100.0,0.0,0.0,small_business,joint,4200.0,36.0,10.9,137.31,B,B4,Mar-2018,Current,whole,Cash,3899.81,406.84,300.19,106.65,0.0,Low
owner,7.0,WV,MORTGAGE,20000.0,Not Verified,61.28,99000.0,Not Verified,20.22,0.0,26.0,1996.0,0.0,16.0,9.0,139646.0,44435.0,0.0,1.0,31.0,0.0,0.0,2.0,5.0,17.0,9.0,0.0,0.0,3.0,10500.0,12.0,6.0,5.0,2.0,62.5,1.0,0.0,debt_consolidation,joint,24000.0,60.0,13.59,553.35,C,C2,Jan-2018,Current,whole,Cash,22854.52,2195.28,1145.48,1049.8,0.0,Low
driver,3.0,TX,RENT,60000.0,Not Verified,29.2,,,,0.0,,2012.0,0.0,16.0,12.0,97113.0,27755.0,0.0,0.0,,0.0,0.0,2.0,2.0,,12.0,0.0,0.0,8.0,45500.0,13.0,10.0,9.0,0.0,100.0,0.0,0.0,other,individual,10000.0,36.0,13.58,339.74,C,C2,Mar-2018,Current,whole,Cash,9312.56,1004.13,687.44,316.69,0.0,Low
court reporter,10.0,NY,RENT,55000.0,Source Verified,9.03,,,,0.0,,2002.0,1.0,6.0,5.0,14400.0,11283.0,0.0,0.0,,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,4.0,8400.0,4.0,4.0,4.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,6425.0,36.0,15.05,222.89,C,C4,Jan-2018,Current,fractional,Cash,5695.38,1103.71,729.62,374.09,0.0,Low
sales,5.0,OR,MORTGAGE,45000.0,Not Verified,3.87,,,,0.0,,2007.0,0.0,23.0,12.0,184500.0,6150.0,0.0,0.0,,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,3.0,33500.0,18.0,11.0,3.0,2.0,100.0,0.0,0.0,major_purchase,individual,10000.0,36.0,7.34,310.33,A,A4,Mar-2018,Fully Paid,whole,Cash,0.0,10195.5795793347,10000.0,195.58,0.0,Unknown
electrical worker,10.0,IL,MORTGAGE,180000.0,Source Verified,7.27,,,,3.0,,2005.0,2.0,25.0,16.0,130108.0,18907.0,3.0,0.0,9.0,0.0,278.0,0.0,8.0,9.0,16.0,,0.0,7.0,21700.0,22.0,14.0,7.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,20000.0,36.0,9.93,644.69,B,B2,Feb-2018,Current,fractional,Cash,18059.32,2567.73,1940.68,627.05,0.0,Low
repair technician,10.0,TX,MORTGAGE,65000.0,Not Verified,13.99,,,,0.0,36.0,1995.0,2.0,30.0,9.0,130202.0,27579.0,0.0,0.0,54.0,0.0,1325.0,2.0,7.0,5.0,9.0,0.0,0.0,5.0,9100.0,11.0,6.0,6.0,1.0,79.3,0.0,0.0,credit_card,individual,6400.0,36.0,15.05,222.02,C,C4,Feb-2018,Current,whole,Cash,5822.23,882.73,577.77,304.96,0.0,Low
implementation consultant,10.0,CA,MORTGAGE,137200.0,Source Verified,18.75,,,,0.0,41.0,1995.0,3.0,14.0,7.0,500018.0,68509.0,0.0,0.0,,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,4.0,28400.0,8.0,4.0,4.0,4.0,100.0,0.0,0.0,credit_card,individual,35000.0,36.0,6.72,1076.23,A,A3,Jan-2018,Current,whole,Cash,31449.39,4291.85,3550.61,741.24,0.0,Low
principal,2.0,WI,MORTGAGE,125000.0,Not Verified,10.36,,,,0.0,,1999.0,2.0,37.0,18.0,384763.0,74702.0,0.0,0.0,,0.0,0.0,8.0,5.0,2.0,18.0,0.0,0.0,0.0,66500.0,16.0,9.0,0.0,3.0,100.0,0.0,0.0,other,individual,14000.0,60.0,7.35,279.54,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,14250.4685639711,14000.0,250.47,0.0,Unknown
cook,3.0,CA,RENT,40000.0,Source Verified,31.32,,,,0.0,,2007.0,1.0,12.0,9.0,50949.0,14644.0,0.0,0.0,,0.0,0.0,2.0,1.0,6.0,9.0,0.0,0.0,2.0,10400.0,8.0,7.0,5.0,0.0,100.0,0.0,0.0,other,individual,10000.0,36.0,13.59,339.79,C,C2,Jan-2018,Current,whole,Cash,8841.79,1683.85,1158.21,525.64,0.0,Low
senior digital operator,10.0,CA,RENT,130000.0,Verified,5.93,,,,0.0,68.0,1995.0,1.0,12.0,8.0,46659.0,21387.0,0.0,1.0,68.0,0.0,0.0,1.0,2.0,1.0,8.0,0.0,0.0,3.0,19800.0,7.0,6.0,5.0,1.0,90.9,1.0,0.0,moving,individual,30000.0,60.0,12.62,676.78,C,C1,Feb-2018,Current,whole,Cash,28531.92,2686.09,1468.08,1218.01,0.0,Low
senior master auto tech,10.0,WA,MORTGAGE,82000.0,Source Verified,26.5,133000.0,Not Verified,30.36,0.0,,1996.0,6.0,24.0,8.0,399232.0,86098.0,0.0,0.0,,0.0,0.0,4.0,8.0,0.0,8.0,0.0,0.0,1.0,4200.0,9.0,3.0,3.0,5.0,100.0,0.0,0.0,debt_consolidation,joint,21000.0,36.0,17.09,749.65,D,D1,Jan-2018,Current,fractional,Cash,18682.03,3558.84,2317.97,1240.87,0.0,Low
transaction coordinator,3.0,AZ,RENT,88000.0,Source Verified,11.29,,,,0.0,,1999.0,1.0,9.0,8.0,45900.0,36793.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,41600.0,8.0,8.0,5.0,0.0,100.0,0.0,0.0,credit_card,individual,40000.0,36.0,10.42,1298.59,B,B3,Jan-2018,Fully Paid,whole,Cash,0.0,40026.6244444447,40000.0,26.62,0.0,Unknown
customer service,9.0,TX,RENT,48000.0,Verified,23.75,,,,0.0,29.0,2003.0,1.0,26.0,14.0,42500.0,31197.0,0.0,0.0,32.0,0.0,67.0,1.0,4.0,3.0,14.0,0.0,0.0,5.0,12000.0,20.0,13.0,9.0,0.0,76.9,0.0,0.0,debt_consolidation,individual,18000.0,60.0,21.85,495.61,D,D5,Mar-2018,Current,whole,Cash,17661.22,969.37,338.78,630.59,0.0,Low
dental assistant,9.0,NY,MORTGAGE,68000.0,Verified,12.9,,,,0.0,,2006.0,2.0,21.0,13.0,190200.0,21553.0,0.0,1.0,,0.0,0.0,1.0,4.0,5.0,13.0,0.0,0.0,4.0,30100.0,17.0,11.0,4.0,2.0,100.0,0.0,1.0,debt_consolidation,individual,23000.0,60.0,18.45,589.7,D,D2,Mar-2018,Current,whole,Cash,22280.83,1721.95,719.17,1002.78,0.0,Low
management ,10.0,FL,OWN,99985.0,Source Verified,0.97,,,,0.0,,2006.0,5.0,6.0,3.0,405300.0,5499.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,600.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,medical,individual,10000.0,60.0,14.08,233.1,C,C3,Jan-2018,Current,whole,Cash,9407.42,1149.86,592.58,557.28,0.0,Low
qa lead,2.0,TX,RENT,138000.0,Source Verified,2.09,,,,0.0,,2008.0,0.0,24.0,14.0,79000.0,18068.0,0.0,0.0,,0.0,0.0,0.0,1.0,,14.0,0.0,0.0,5.0,77500.0,22.0,14.0,5.0,0.0,100.0,0.0,0.0,house,individual,40000.0,36.0,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,34817.92,6046.65,5182.08,864.57,0.0,Low
cook,10.0,MI,RENT,22000.0,Verified,31.37,,,,0.0,,2012.0,0.0,10.0,6.0,38460.0,23576.0,0.0,0.0,,0.0,1610.0,1.0,3.0,23.0,6.0,0.0,0.0,2.0,3800.0,6.0,5.0,3.0,0.0,100.0,0.0,0.0,major_purchase,individual,4200.0,36.0,12.62,140.75,C,C1,Feb-2018,Current,whole,Cash,3807.54,560.06,392.46,167.6,0.0,Low
director of administration,9.0,AZ,RENT,84362.0,Not Verified,24.82,,,,0.0,69.0,2006.0,1.0,26.0,9.0,93899.0,68032.0,0.0,0.0,73.0,0.0,0.0,4.0,6.0,3.0,9.0,0.0,0.0,3.0,13300.0,5.0,5.0,4.0,0.0,80.8,0.0,0.0,debt_consolidation,individual,10000.0,36.0,17.47,358.88,D,D1,Mar-2018,Current,whole,Cash,9570.3,698.35,429.7,268.65,0.0,Low
nail technician/ esthetician,10.0,FL,OWN,27000.0,Source Verified,48.56,40000.0,Source Verified,32.78,0.0,40.0,2001.0,4.0,20.0,12.0,49284.0,26487.0,0.0,1.0,40.0,0.0,0.0,4.0,12.0,8.0,12.0,0.0,0.0,4.0,18300.0,12.0,8.0,5.0,0.0,90.0,0.0,1.0,debt_consolidation,joint,15000.0,36.0,19.42,553.04,D,D3,Mar-2018,Current,whole,Cash,14374.4,1073.71,625.6,448.11,0.0,Low
administrator,8.0,MO,MORTGAGE,65000.0,Verified,21.36,,,,0.0,,2007.0,1.0,20.0,14.0,166714.0,44594.0,0.0,0.0,,0.0,0.0,7.0,8.0,6.0,14.0,0.0,0.0,2.0,11000.0,6.0,6.0,5.0,1.0,95.0,0.0,0.0,debt_consolidation,individual,30000.0,60.0,16.01,729.71,C,C5,Mar-2018,Current,whole,Cash,28998.37,2162.45,1001.63,1160.82,0.0,Low
customer service,2.0,CA,RENT,17000.0,Verified,1.77,,,,0.0,,2012.0,1.0,5.0,3.0,1300.0,399.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,100.0,0.0,0.0,other,individual,4800.0,36.0,11.98,159.39,B,B5,Mar-2018,Current,whole,Cash,4462.24,484.12,337.76,146.36,0.0,Low
senior associate,4.0,IL,MORTGAGE,98000.0,Source Verified,20.19,,,,1.0,19.0,2010.0,1.0,21.0,15.0,127288.0,64787.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,15.0,0.0,0.0,6.0,83100.0,16.0,13.0,7.0,0.0,95.2,0.0,0.0,debt_consolidation,individual,20000.0,36.0,6.72,614.99,A,A3,Jan-2018,Current,whole,DirectPay,17456.72,3060.02,2543.28,516.74,0.0,Low
director of revenue management,3.0,CA,RENT,107000.0,Source Verified,11.88,,,,0.0,,2008.0,0.0,17.0,10.0,81656.0,36746.0,0.0,0.0,,0.0,0.0,2.0,2.0,,10.0,0.0,0.0,6.0,47700.0,11.0,7.0,6.0,0.0,100.0,0.0,0.0,credit_card,individual,18000.0,60.0,9.43,377.42,B,B1,Mar-2018,Current,whole,Cash,17286.51,1122.83,713.49,409.34,0.0,Low
sales ,3.0,NV,RENT,70000.0,Source Verified,11.3,,,,0.0,50.0,2012.0,1.0,4.0,3.0,27231.0,15041.0,0.0,0.0,,0.0,0.0,2.0,3.0,10.0,3.0,0.0,0.0,1.0,300.0,2.0,1.0,1.0,0.0,75.0,0.0,0.0,other,individual,3200.0,36.0,13.59,108.74,C,C2,Feb-2018,Current,whole,Cash,2905.93,447.54,294.07,138.47,15.0,Low
project manager,10.0,CA,RENT,115000.0,Source Verified,11.21,,,,0.0,,2003.0,2.0,26.0,13.0,59270.0,32539.0,0.0,0.0,,0.0,50.0,1.0,4.0,8.0,13.0,0.0,0.0,6.0,30600.0,19.0,12.0,8.0,0.0,100.0,0.0,0.0,credit_card,individual,12000.0,36.0,6.72,369.0,A,A3,Feb-2018,Current,whole,DirectPay,10782.62,1471.52,1217.38,254.14,0.0,Low
,10.0,WV,MORTGAGE,58000.0,Not Verified,22.82,,,,0.0,,2008.0,1.0,19.0,13.0,78036.0,43617.0,0.0,2.0,,0.0,330.0,1.0,6.0,0.0,13.0,0.0,0.0,4.0,20800.0,13.0,12.0,7.0,0.0,100.0,1.0,1.0,debt_consolidation,individual,10000.0,36.0,9.44,320.05,B,B1,Feb-2018,Current,whole,Cash,8694.63,1594.96,1305.37,289.59,0.0,Low
,,NY,MORTGAGE,38600.0,Verified,18.44,,,,0.0,,1995.0,2.0,10.0,7.0,34920.0,17303.0,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,2.0,8900.0,7.0,6.0,3.0,0.0,100.0,0.0,0.0,credit_card,individual,10000.0,36.0,11.98,332.05,B,B5,Mar-2018,Current,whole,Cash,9296.36,1026.11,703.64,322.47,0.0,Low
librarian assistant,5.0,CO,RENT,30000.0,Source Verified,24.56,,,,0.0,,2014.0,0.0,10.0,8.0,32837.0,24183.0,0.0,0.0,,0.0,0.0,2.0,4.0,,8.0,0.0,0.0,3.0,10100.0,7.0,6.0,5.0,0.0,100.0,0.0,0.0,credit_card,individual,5000.0,36.0,11.99,166.05,B,B5,Feb-2018,Current,whole,Cash,4528.63,660.87,471.37,189.5,0.0,Low
supervisor,4.0,GA,OWN,68000.0,Source Verified,17.15,,,,0.0,,2007.0,5.0,32.0,22.0,221901.0,20425.0,0.0,1.0,,0.0,2855.0,3.0,8.0,1.0,22.0,0.0,0.0,7.0,35000.0,26.0,18.0,11.0,1.0,100.0,1.0,0.0,debt_consolidation,individual,5000.0,36.0,7.35,155.19,A,A4,Jan-2018,Current,whole,Cash,4369.5,773.91,630.5,143.41,0.0,Low
collection development librarian,7.0,OH,RENT,44000.0,Source Verified,31.12,,,,0.0,,1988.0,0.0,20.0,15.0,90300.0,42248.0,0.0,0.0,,0.0,0.0,0.0,2.0,,15.0,0.0,0.0,6.0,70500.0,20.0,15.0,10.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,15000.0,60.0,13.59,345.85,C,C2,Mar-2018,Current,whole,Cash,14466.07,1026.23,533.93,492.3,0.0,Low
analytic researcher,0.0,OK,MORTGAGE,55000.0,Source Verified,8.6,,,,0.0,43.0,2004.0,5.0,17.0,9.0,165936.0,12971.0,0.0,0.0,,0.0,0.0,1.0,6.0,5.0,9.0,0.0,0.0,3.0,16600.0,7.0,7.0,3.0,3.0,94.1,0.0,0.0,debt_consolidation,individual,16000.0,36.0,7.96,501.09,A,A5,Mar-2018,Current,whole,Cash,14807.25,1506.28,1192.75,313.53,0.0,Low
intern pharmacist,3.0,FL,RENT,52000.0,Source Verified,17.19,,,,0.0,58.0,2011.0,5.0,12.0,10.0,250825.0,256705.0,0.0,0.0,58.0,0.0,0.0,3.0,4.0,6.0,10.0,0.0,0.0,6.0,10900.0,7.0,7.0,7.0,0.0,91.7,0.0,0.0,debt_consolidation,individual,4000.0,36.0,20.39,149.46,D,D4,Mar-2018,Current,fractional,Cash,3751.34,443.85,248.66,195.19,0.0,Low
processor,9.0,NY,RENT,265000.0,Source Verified,5.3,,,,0.0,,2006.0,5.0,24.0,19.0,135174.0,56251.0,0.0,0.0,,0.0,0.0,0.0,12.0,5.0,19.0,0.0,0.0,7.0,62800.0,22.0,18.0,10.0,0.0,100.0,0.0,0.0,credit_card,individual,40000.0,60.0,13.58,922.05,C,C2,Mar-2018,Current,whole,Cash,39055.92,1813.92,944.08,869.84,0.0,Low
,,IL,MORTGAGE,66000.0,Not Verified,18.0,,,,0.0,,2002.0,1.0,10.0,6.0,45900.0,21054.0,0.0,2.0,,0.0,0.0,1.0,2.0,12.0,6.0,0.0,0.0,2.0,19500.0,8.0,5.0,2.0,0.0,100.0,0.0,2.0,debt_consolidation,individual,20000.0,36.0,6.72,614.99,A,A3,Feb-2018,Current,whole,Cash,17971.08,2452.49,2028.92,423.57,0.0,Low
human resources director,2.0,MA,MORTGAGE,93000.0,Not Verified,22.63,,,,1.0,19.0,2005.0,10.0,30.0,19.0,340368.0,101028.0,0.0,1.0,,0.0,0.0,9.0,8.0,1.0,19.0,0.0,0.0,2.0,4400.0,13.0,9.0,4.0,1.0,90.0,0.0,1.0,debt_consolidation,individual,30000.0,36.0,20.0,1114.91,D,D4,Feb-2018,Current,whole,Cash,27478.18,4426.31,2521.82,1904.49,0.0,Low
supply chain specialists,1.0,FL,MORTGAGE,40000.0,Not Verified,6.56,,,,0.0,,2001.0,0.0,9.0,4.0,11700.0,5979.0,0.0,1.0,,0.0,0.0,0.0,1.0,19.0,4.0,0.0,0.0,4.0,11700.0,7.0,4.0,4.0,1.0,100.0,0.0,1.0,debt_consolidation,individual,6000.0,36.0,9.92,193.38,B,B2,Mar-2018,Current,whole,Cash,5565.08,576.83,434.92,141.91,0.0,Low
business head,2.0,CA,RENT,100000.0,Not Verified,24.01,,,,0.0,31.0,2007.0,2.0,19.0,12.0,119079.0,72704.0,0.0,0.0,31.0,0.0,0.0,3.0,6.0,2.0,11.0,,0.0,7.0,32020.0,16.0,8.0,8.0,0.0,63.0,0.0,0.0,house,individual,16100.0,36.0,16.02,566.19,C,C5,Feb-2018,In Grace Period,fractional,Cash,15032.1,1684.24,1067.9,616.34,0.0,Low
conductor,6.0,OH,MORTGAGE,65000.0,Verified,26.31,,,,0.0,,2007.0,2.0,22.0,11.0,175047.0,58861.0,0.0,0.0,,0.0,0.0,1.0,2.0,4.0,11.0,0.0,0.0,7.0,34900.0,18.0,9.0,8.0,2.0,100.0,0.0,0.0,other,individual,15000.0,60.0,18.06,381.4,D,D2,Feb-2018,Current,whole,Cash,14295.56,1658.75,704.44,954.31,0.0,Low
truck driver,2.0,TX,MORTGAGE,75000.0,Verified,21.04,,,,0.0,,2004.0,11.0,35.0,20.0,321890.0,42518.0,0.0,0.0,,0.0,0.0,4.0,16.0,6.0,20.0,0.0,0.0,9.0,73800.0,20.0,15.0,12.0,4.0,100.0,0.0,0.0,credit_card,individual,20000.0,60.0,17.47,502.12,D,D1,Mar-2018,Current,whole,DirectPay,19357.88,1486.95,642.12,844.83,0.0,Low
executive assistant ,1.0,HI,MORTGAGE,50000.0,Verified,36.24,112400.0,Verified,17.53,0.0,42.0,2004.0,1.0,22.0,14.0,547026.0,60871.0,0.0,0.0,,0.0,0.0,2.0,6.0,5.0,14.0,0.0,0.0,6.0,62600.0,16.0,11.0,7.0,1.0,86.4,0.0,0.0,credit_card,joint,35000.0,36.0,16.01,1230.67,C,C5,Mar-2018,Late (31-120 days),whole,Cash,34236.28,1277.37,763.72,513.65,0.0,High
procurement manager,0.0,TX,MORTGAGE,145000.0,Source Verified,13.51,182000.0,Source Verified,14.56,0.0,,2009.0,2.0,16.0,9.0,425797.0,73435.0,0.0,0.0,,0.0,332.0,2.0,5.0,0.0,9.0,0.0,0.0,5.0,37600.0,7.0,6.0,6.0,2.0,100.0,0.0,0.0,medical,joint,10000.0,36.0,13.59,339.79,C,C2,Jan-2018,Current,fractional,Cash,8841.35,1691.4,1158.65,532.75,0.0,Low
"director, operations finance",7.0,NH,MORTGAGE,115000.0,Not Verified,8.68,,,,0.0,,1995.0,3.0,25.0,16.0,366585.0,63000.0,0.0,0.0,,0.0,0.0,8.0,4.0,8.0,16.0,0.0,0.0,4.0,76200.0,9.0,6.0,4.0,1.0,100.0,0.0,0.0,credit_card,individual,40000.0,36.0,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,2539.06,1938.94,600.12,0.0,Low
